TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT	[0.18727159220809822, 0.1977907610648403, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6717983216288397, 0.0, 0.08310703823630233, 0.6397290747916338, 0.24152662732655214, 0.0, 0.0]
INTERNATIONALFASTFOODCORP_04_04_1997-EX-99-FRANCHISE AGREEMENT	[0.07337003324758215, 0.077491276409217, 0.0, 0.0, 0.24898469306077062, 0.0, 0.0, 0.06782099970015816, 0.0, 0.09722934308615025, 0.13024006656022663, 0.6683618222921256, 0.6623840555701457, 0.0, 0.10071093414839653]
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT	[0.3845016672229822, 0.0, 0.3666259939458879, 0.0, 0.4349415574603757, 0.4375126196721161, 0.4591600518639723, 0.3554215025287527, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
AzulSa_20170303_F-1A_EX-10.3_9943903_EX-10.3_Maintenance Agreement1	[0.20143319444234728, 0.0, 0.0, 0.13076959398288765, 0.11392885230867546, 0.0, 0.0, 0.37239728579042286, 0.0, 0.5338751068923527, 0.1787832953753972, 0.5351934097155937, 0.38968654704883116, 0.18812435354149218, 0.0]
Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT	[0.0, 0.0, 0.3052676019375954, 0.0, 0.3621498977743745, 0.3642906679564424, 0.3823151938286859, 0.2959382900985007, 0.0, 0.4242621852748756, 0.2841525690460922, 0.243034182788408, 0.0, 0.2989989542742623, 0.0]
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT	[0.0, 0.0, 0.23895008143025384, 0.6507555539248605, 0.28347504620170944, 0.2851507471476393, 0.2992595549529129, 0.23164750556078564, 0.0, 0.3320938189173876, 0.22242216036426865, 0.0, 0.0, 0.23404325915332838, 0.0]
NUVEEN - REMARKETING AGREEMENT	[0.0, 0.4009407053602689, 0.18098437481333307, 0.4928920148444162, 0.0, 0.21597745182243816, 0.22666367442054278, 0.1754532943451793, 0.2723598326672218, 0.0, 0.16846587955613618, 0.5763518873414034, 0.0, 0.0, 0.0]
ArconicRolledProductsCorp_20191217_10-12B_EX-2.7_11923804_EX-2.7_Trademark License Agreement	[0.0, 0.0, 0.22463229968150744, 0.0, 0.0, 0.0, 0.0, 0.43553458176822174, 0.33804473792840045, 0.3121949061783487, 0.41818944847138084, 0.3576752137106001, 0.303836742399766, 0.22001949199549733, 0.32337399019279356]
PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement	[0.18340031854427152, 0.19370203540586423, 0.17487394674232254, 0.0, 0.0, 0.20868558098727735, 0.21901101335360715, 0.169529607640049, 0.789493108259534, 0.0, 0.3255562064933348, 0.13922324697329694, 0.0, 0.171282923159518, 0.0]
TodosMedicalLtd_20190328_20-F_EX-4.10_11587157_EX-4.10_Marketing Agreement_ Reseller Agreement	[0.0, 0.4673878217307756, 0.0, 0.5745780413081835, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6718695547085104, 0.0, 0.0, 0.0]
INKTOMICORP_06_08_1998-EX-10.14-SOFTWARE HOSTING AGREEMENT	[0.0, 0.3267377440772515, 0.2949784122647483, 0.0, 0.0, 0.35201207777896837, 0.36942907843633316, 0.28596354931711904, 0.0, 0.40996222659074977, 0.2745750715966914, 0.46968520019782817, 0.0, 0.0, 0.0]
OAKTREECAPITALGROUP,LLC_03_02_2020-EX-10.8-Services Agreement	[0.31620317002728404, 0.0, 0.0, 0.0, 0.35768349260711496, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7201105055412622, 0.40781137334374457, 0.2953113915203229, 0.0]
BELLRINGBRANDS,INC_02_07_2020-EX-10.18-MASTER SUPPLY AGREEMENT	[0.0, 0.0, 0.20422130694344326, 0.0, 0.7268251687714592, 0.2437072124429799, 0.25576545972274844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5524578319172743, 0.0, 0.0]
AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement	[0.1624613960186743, 0.0, 0.1549084851136449, 0.0, 0.0, 0.18485982513698399, 0.19400639680079168, 0.3003486247168325, 0.0, 0.43058491628188417, 0.0, 0.6166402338083881, 0.0, 0.15172745081103778, 0.4460033131205502]
HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING AND MANAGEMENT AGREEMENT (1)	[0.640519088287195, 0.0, 0.0, 0.20791116713779548, 0.0, 0.0, 0.0, 0.2960380619433819, 0.0, 0.0, 0.0, 0.6077902967095506, 0.0, 0.29909975798329086, 0.0]
BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement	[0.4743368909876834, 0.0, 0.22614236679331517, 0.30793754136346196, 0.2682807952656442, 0.2698666787090905, 0.2832192549903748, 0.21923120869316062, 0.0, 0.0, 0.42100068324722123, 0.3600796478801251, 0.0, 0.22149854999067486, 0.0]
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement2	[0.6550609947968252, 0.3459281014730237, 0.3123034420723226, 0.0, 0.0, 0.37268687799001965, 0.3911268350502976, 0.0, 0.0, 0.0, 0.0, 0.24863566046412566, 0.0, 0.0, 0.0]
VERTEXENERGYINC_08_14_2014-EX-10.24-OPERATION AND MAINTENANCE AGREEMENT	[0.1428956313146683, 0.7546108658904985, 0.13625234251814977, 0.1855345018052212, 0.16164103757251694, 0.16259654333286744, 0.17064156303782196, 0.13208832188808364, 0.0, 0.18936407341840442, 0.126827913998535, 0.4339009643568287, 0.0, 0.13345441072608014, 0.0]
STWRESOURCESHOLDINGCORP_08_06_2014-EX-10.1-COOPERATION AGREEMENT	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6888814191269409, 0.0, 0.0, 0.7248740513921381, 0.0]
ANIXABIOSCIENCESINC_06_09_2020-EX-10.1-COLLABORATION AGREEMENT	[0.23034982640164797, 0.0, 0.21964074868572922, 0.2990843029220159, 0.0, 0.0, 0.0, 0.21292828714688475, 0.661066101652677, 0.0, 0.2044484334731846, 0.0, 0.0, 0.43026088426163367, 0.31618830155832645]
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement	[0.0, 0.8120155520838078, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.583635796686623, 0.0, 0.0, 0.0]
DigitalCinemaDestinationsCorp_20111220_S-1_EX-10.10_7346719_EX-10.10_Affiliate Agreement	[0.21520281117348203, 0.11364544751132702, 0.0, 0.13970877202757598, 0.12171682705261726, 0.0, 0.0, 0.198926852640494, 0.7719958251623256, 0.0, 0.19100460508586334, 0.3267304480948439, 0.0, 0.20098420145896262, 0.295396842352618]
HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING AGREEMENT	[0.0, 0.0, 0.423115687731683, 0.0, 0.0, 0.5049245171393391, 0.5299073833592233, 0.0, 0.0, 0.0, 0.0, 0.3368571533308217, 0.0, 0.4144270383290485, 0.0]
MIDDLEBROOKPHARMACEUTICALS,INC_03_18_2010-EX-10.1-PROMOTION AGREEMENT	[0.38551401266171986, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.29265223213619, 0.4972024756528153, 0.720085630513397, 0.0]
AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement	[0.7479040088006886, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6638068948269966, 0.0, 0.0, 0.0, 0.0]
AtnInternationalInc_20191108_10-Q_EX-10.1_11878541_EX-10.1_Maintenance Agreement	[0.3537525530545708, 0.0, 0.11243547378371022, 0.38275781590536506, 0.13338623253347381, 0.0670873580862996, 0.0704067344192436, 0.05449966135739499, 0.25380290583517656, 0.07813164500116923, 0.10465843255153877, 0.6713535103465769, 0.0, 0.22025323926469606, 0.3237175406048589]
InmodeLtd_20190729_F-1A_EX-10.9_11743243_EX-10.9_Manufacturing Agreement	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.46036126416410017, 0.0, 0.0, 0.0, 0.7561273911957859, 0.0, 0.46512242984045254, 0.0]
FUSIONPHARMACEUTICALSINC_06_05_2020-EX-10.17-Supply Agreement - FUSION	[0.40969451656578415, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2524726645223389, 0.0, 0.361949122355089, 0.121208979436315, 0.725685773455048, 0.17612946283627007, 0.2550837968614675, 0.0]
RitterPharmaceuticalsInc_20200313_S-4A_EX-10.54_12055220_EX-10.54_Development Agreement	[0.15728083654696645, 0.05537180162554308, 0.0999791816147175, 0.0, 0.3558266600011223, 0.17896502587069194, 0.06260664406450507, 0.14538556269011857, 0.15045670767366257, 0.0694757416191924, 0.232659321908286, 0.3581861077104821, 0.2028471566155928, 0.09792611650321191, 0.7196353093655916]
IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT	[0.0, 0.32743864265675354, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.44485946540469673, 0.0, 0.0, 0.23534637062374508, 0.7996849862096833, 0.0, 0.0]
EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement	[0.09181064173342875, 0.09696770603694901, 0.0875423194480136, 0.0, 0.0, 0.10446850508784895, 0.10963744143023059, 0.08486693040553304, 0.9221850256701533, 0.24333336074516063, 0.08148711102494238, 0.06969549317191892, 0.0, 0.08574464438270245, 0.1260233242983037]
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1	[0.0, 0.0, 0.3814698643162529, 0.0, 0.4525513729241952, 0.0, 0.0, 0.36981172798329554, 0.0, 0.5301684070765188, 0.0, 0.3037014610920218, 0.0, 0.37363640882212257, 0.0]
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement1	[0.4328554624563548, 0.0, 0.1834363543326458, 0.06244621557522934, 0.5440428049686381, 0.16417763862719398, 0.17230088842571348, 0.13337275401617138, 0.0, 0.12747030483099575, 0.21343532284964706, 0.438120234698535, 0.186086454676631, 0.3144216290989622, 0.1320347651051763]
NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT	[0.31096724780843993, 0.0, 0.29651022617353184, 0.0, 0.3517607090180265, 0.3538400657753159, 0.3713475123865097, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6015878037342665, 0.14521070528741314, 0.21342365970221197]
AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT	[0.0, 0.0, 0.32914183822909654, 0.0, 0.3904727600025643, 0.39278095461109636, 0.4122151347898725, 0.3190829036135594, 0.0, 0.45744269836080614, 0.0, 0.0, 0.0, 0.3223829348865081, 0.0]
DataCallTechnologies_20060918_SB-2A_EX-10.9_944510_EX-10.9_Content License Agreement	[0.35244210418833294, 0.3722390096477731, 0.33605689590285454, 0.0, 0.0, 0.401033029062959, 0.42087550882923674, 0.0, 0.0, 0.0, 0.0, 0.5350932267149364, 0.0, 0.0, 0.0]
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT	[0.0, 0.5768976214310809, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4847976965616457, 0.4146448944561548, 0.0, 0.5101273755613671, 0.0]
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT	[0.29024171623178724, 0.30654478487297304, 0.27674823484270983, 0.0, 0.0, 0.0, 0.0, 0.2682905060585906, 0.0, 0.0, 0.515211712021789, 0.4406578403094472, 0.3743285460671294, 0.27106523027666046, 0.0]
MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT	[0.12829536637107122, 0.13550180172243642, 0.06116542556780154, 0.1665776389703498, 0.0, 0.0, 0.0, 0.1185922865105263, 0.0, 0.1700159266817192, 0.056934678628101934, 0.24347964086956553, 0.9100531867501829, 0.0, 0.0]
UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2	[0.0, 0.0, 0.4649201243415507, 0.0, 0.0, 0.5548117833919322, 0.5822629926146982, 0.0, 0.0, 0.0, 0.0, 0.3701391230646618, 0.0, 0.0, 0.0]
Magenta Therapeutics, Inc. - Master Development and Manufacturing Agreement	[0.5255153936468107, 0.0, 0.0, 0.4548832172320684, 0.3963025447682366, 0.0, 0.0, 0.16192341649294703, 0.0, 0.0, 0.3109496562264849, 0.39893038364760536, 0.2259213639739836, 0.1635980669746807, 0.0]
SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT	[0.2463138369261506, 0.0, 0.0, 0.0, 0.8358777060483252, 0.0, 0.0, 0.22768492695025155, 0.0, 0.0, 0.0, 0.18698229328883015, 0.3176741842966128, 0.23003969861243012, 0.0]
MACROGENICSINC_08_02_2013-EX-10-COLLABORATION AGREEMENT	[0.17485601588844973, 0.0, 0.08336343647808389, 0.0, 0.09889703265933301, 0.09948164091109067, 0.10440383510418923, 0.08081575867033018, 0.8781639930633385, 0.11585885140685606, 0.07759727691181813, 0.26547415487643106, 0.0, 0.08165157446597104, 0.24001505685801172]
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT	[0.250323924107976, 0.0, 0.47737248135935356, 0.0, 0.5663240849251033, 0.2848358931551036, 0.2989291224829864, 0.2313917280721544, 0.0, 0.3317271319427664, 0.0, 0.0, 0.0, 0.23378483635308114, 0.0]
ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement	[0.3127469120269528, 0.0, 0.0, 0.0, 0.3537738340391661, 0.0, 0.0, 0.2890936161256864, 0.0, 0.0, 0.8327414511612882, 0.0, 0.0, 0.0, 0.0]
PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5966291869620951, 0.0, 0.6835456560291843, 0.0, 0.4204746715184894, 0.0]
HEMISPHERX - Sales, Marketing, Distribution, and Supply Agreement	[0.31571730194163583, 0.0, 0.15051972396668412, 0.2049623623483621, 0.5357008306964568, 0.0, 0.0, 0.1459196765528524, 0.0, 0.209192939610182, 0.2802168719233125, 0.47933600389415737, 0.2035923714523332, 0.2948576251002844, 0.21668372629776156]
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement	[0.0, 0.13042794608687458, 0.0, 0.0, 0.04656375333498485, 0.0, 0.0, 0.03805053550259166, 0.9450663228467366, 0.05454989733783881, 0.036535175671394936, 0.2812350749783043, 0.0530894732020457, 0.0, 0.0]
CERES,INC_01_25_2012-EX-10.20-Collaboration Agreement	[0.0, 0.0, 0.13582076807926377, 0.184946827883212, 0.1611290453469006, 0.16208152457680944, 0.17010106196857344, 0.263339873672275, 0.8175760300844848, 0.0, 0.2528523822021956, 0.21626329925824017, 0.0, 0.1330316986364271, 0.0]
INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]
TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT	[0.0, 0.243202828136012, 0.21956319832120674, 0.29897870276879596, 0.0, 0.0, 0.0, 0.21285310680633232, 0.6608326936103927, 0.0, 0.0, 0.5244057554982079, 0.0, 0.21505448425730314, 0.0]
EuromediaHoldingsCorp_20070215_10SB12G_EX-10.B(01)_525118_EX-10.B(01)_Content License Agreement	[0.0, 0.40290984061714974, 0.3637464823867721, 0.0, 0.0, 0.0, 0.0, 0.3526299919927025, 0.0, 0.5055363770145801, 0.33858652800243705, 0.28959125871175495, 0.0, 0.3562769752317823, 0.0]
Sonos, Inc. - Manufacturing Agreement 	[0.1144874964373088, 0.12091833462696579, 0.21832983185148483, 0.297299230480291, 0.2590125050422979, 0.13027180050415943, 0.1367174430779399, 0.31748615004760644, 0.0, 0.4551535651870922, 0.10161409567577225, 0.17381999244454155, 0.590624099673097, 0.10692322243847957, 0.15715057229979595]
VAPOTHERM, INC. - Manufacturing and Supply Agreement	[0.5360933128518588, 0.5662060278363747, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.47581298288848317, 0.4069603165814051, 0.0, 0.0, 0.0]
HYPERIONSOFTWARECORP_09_28_1994-EX-10.47-EXCLUSIVE DISTRIBUTOR AGREEMENT	[0.0, 0.37729601910455074, 0.3406223574921816, 0.0, 0.0, 0.40648121629720557, 0.4265932637477486, 0.33021256564973855, 0.0, 0.0, 0.31706187404625397, 0.2711813365294372, 0.0, 0.33362770253430357, 0.0]
BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT	[0.0, 0.39586478668201985, 0.0, 0.6488693205921982, 0.28265338578267996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5544436586432736, 0.09484254316822702, 0.16113305173256554, 0.0, 0.0]
ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement	[0.10618915357599464, 0.11215386837363013, 0.25313091785304337, 0.137875115737131, 0.24023862458290807, 0.30207342855847275, 0.1902117263190011, 0.14723697606627936, 0.5333044485229596, 0.21108144268304233, 0.329870972939664, 0.4836632413141847, 0.06847677167546981, 0.09917315725894335, 0.0]
WARNINGMANAGEMENTSERVICESINC_12_10_1999-EX-10-ENDORSEMENT AGREEMENT	[0.29395919696405615, 0.31047107894998555, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2717268307877588, 0.0, 0.3895522238418682, 0.2609053293556406, 0.6694528265356245, 0.0, 0.2745370942933988, 0.0]
